P0001000,P0000601,0.035
P0001000,P0000598,0.001
P0001000,0108015,0.001
P0001000,P0000550,0.02
P0001000,0108029,0.002
P0001000,P0000181,0.003
P0001000,0108092,0.04
P0001000,0226404,0.00017
P0001000,P0000704,0.0001
P0001000,0226404,0.00028
P0001000,0108032,0.03
P0001000,P0000600,0.05
P0001000,0237386,0.14
P0001001,0237388,0.08
P0001001,0226362,0.06
P0001001,0226359,0.09
P0001001,0226358,0.04
P0001001,0108057,0.04
P0001001,P0000443,0.02
P0001001,0108141,0.02
P0001001,0108042,0.01
P0001001,0108058,0.002
P0001001,0226364,0.004
P0001001,0108008,0.0018
P0001001,0237387,0.005
P0001001,0226367,0.02
P0001001,0100301,0.006
P0001001,P0000598,0.001
P0001001,0108015,0.001
P0001001,P0000550,0.02
P0001001,0108029,0.002
P0001001,P0000181,0.003
P0001001,0108092,0.04
P0001001,0226404,0.00017
P0001001,P0000704,0.0001
P0001001,0226404,0.00045
P0001001,0108032,0.03
P0001001,P0000600,0.05
P0001001,0237386,0.14
P0001002,0226365,0.05
P0001002,0226359,0.08
P0001002,0226362,0.05
P0001002,P0000659,0.05
P0001002,0226358,0.03
P0001002,0108058,0.001
P0001002,P0000443,0.02
P0001002,0108057,0.03
P0001002,0100301,0.006
P0001002,0108042,0.02
P0001002,0226364,0.004
P0001002,0226367,0.01
P0001002,0108008,0.002
P0001002,0108032,0.03
P0001002,P0000550,0.02
P0001002,0108149,0.01
P0001002,0108029,0.002
P0001002,0108015,0.001
P0001002,0108035,0.001
P0001002,P0000181,0.005
P0001002,P0000598,0.002
P0001002,0226404,0.0002
P0001002,0237386,0.08
P0001002,P0000635,0.005
P0001032,P0000684,0.0551643828196934
P0001032,P0000676,1.04999187564318
